Latitud,Longitud,Calle,Colonia,Municipio,Estado,CP
22.7442907,-102.5152873,Calle Álamos Blancos,No especificada,Guadalupe,Zacatecas,98600
22.7436031,-102.5098564,Calle Vialidad Arroyo de la Plata,No especificada,Guadalupe,Zacatecas,98600
22.7491565,-102.5204008,Calle Vialidad Arroyo de la Plata,No especificada,Guadalupe,Zacatecas,98600
22.7422335,-102.5069202,Calle del Trabajo,No especificada,Guadalupe,Zacatecas,98600
22.7421491,-102.5104147,Prolongación San Isidro,No especificada,Guadalupe,Zacatecas,98600
22.7432034,-102.5149824,Privada Aguascalientes,No especificada,Guadalupe,Zacatecas,98600
22.7487773,-102.5272758,Retorno 12 de Diciembre,No especificada,Guadalupe,Zacatecas,98600
22.7452864,-102.5162215,Calle González Ortega,No especificada,Guadalupe,Zacatecas,98600
22.7415976,-102.5218715,Calle Primera de la Estación,No especificada,Guadalupe,Zacatecas,98600
22.7434299,-102.5174424,Calle Laurel,No especificada,Guadalupe,Zacatecas,98600
22.7406547,-102.5147115,Calle Providencia,No especificada,Guadalupe,Zacatecas,98600
22.748903,-102.5247828,Privada Quinta del Valle,No especificada,Guadalupe,Zacatecas,98600
22.7389335,-102.5182793,Privada San Ramón,No especificada,Guadalupe,Zacatecas,98600
22.7392213,-102.5264825,Calle Emma Acuña,No especificada,Guadalupe,Zacatecas,98600
22.7379207,-102.5281054,Calle Primavera,No especificada,Guadalupe,Zacatecas,98600
22.7405183,-102.5200647,Privada Guadalupe,No especificada,Guadalupe,Zacatecas,98600
22.7383186,-102.5205357,Privada Misión de Guadalupe,No especificada,Guadalupe,Zacatecas,98600
22.7434063,-102.5118028,Calle Segunda del Ferrocarril,No especificada,Guadalupe,Zacatecas,98600
22.7399458,-102.5108154,Calle San Juan,No especificada,Guadalupe,Zacatecas,98600
22.7487303,-102.5189991,Alameda Adolfo López Mateos,No especificada,Guadalupe,Zacatecas,98600
22.7418489,-102.5119979,Calle no registrada,No especificada,Guadalupe,Zacatecas,98600
22.7431852,-102.505522,Calle no registrada,No especificada,Guadalupe,Zacatecas,98605
22.7455916,-102.5211179,Callejón del Barro,No especificada,Guadalupe,Zacatecas,98600
22.7457487,-102.5104342,Calle no registrada,No especificada,Guadalupe,Zacatecas,98600
22.7423771,-102.5050224,Calle no registrada,No especificada,Guadalupe,Zacatecas,98605
22.741706,-102.5091093,Calle del trabajo,No especificada,Guadalupe,Zacatecas,98600
22.7388975,-102.5277024,Calle Morelos,No especificada,Guadalupe,Zacatecas,98600
22.7422702,-102.5198137,Calle Luis Moya,No especificada,Guadalupe,Zacatecas,98600
22.7376025,-102.5221084,Calle Durmiente,No especificada,Guadalupe,Zacatecas,98600
22.7422855,-102.519958,Calle Luis Moya,No especificada,Guadalupe,Zacatecas,98600
22.7443566,-102.5151974,Calle Álamos Blancos,No especificada,Guadalupe,Zacatecas,98600
22.7477947,-102.5242184,Calle Arroyo del Muerto,No especificada,Guadalupe,Zacatecas,98600
22.7421939,-102.5032877,Calle Sarh,No especificada,Guadalupe,Zacatecas,98605
22.741276,-102.522456,Calle Justo Sierra,No especificada,Guadalupe,Zacatecas,98600
22.750986,-102.5263952,Calle San Miguel,No especificada,Guadalupe,Zacatecas,98600
22.7453021,-102.5189121,Callejón del Buquet,No especificada,Guadalupe,Zacatecas,98600
22.7497195,-102.5257434,Calle no registrada,No especificada,Guadalupe,Zacatecas,98600
22.7430175,-102.5022226,Educacion publica,No especificada,Guadalupe,Zacatecas,98605
22.7411625,-102.5213158,Calle Justo Sierra,No especificada,Guadalupe,Zacatecas,98600
22.7417559,-102.5094283,Calle del trabajo,No especificada,Guadalupe,Zacatecas,98600
22.7428891,-102.5216277,Calle no registrada,No especificada,Guadalupe,Zacatecas,98600
22.7510985,-102.5253571,Calle no registrada,No especificada,Guadalupe,Zacatecas,98600
22.7373148,-102.5192208,Privada Segunda de San Ramón,No especificada,Guadalupe,Zacatecas,98600
22.7433846,-102.5240438,Calle de la Vía,No especificada,Guadalupe,Zacatecas,98600
22.7444088,-102.4981378,Calle no registrada,No especificada,Guadalupe,Zacatecas,98605
22.7439873,-102.5214455,Calle Santa María,No especificada,Guadalupe,Zacatecas,98600
22.7443605,-102.5140776,Calle Vialidad Arroyo de la Plata,No especificada,Guadalupe,Zacatecas,98600
22.7409154,-102.5138135,Calle Palmeras,No especificada,Guadalupe,Zacatecas,98600
22.7393387,-102.5107696,Calle Segunda de San Isidro,No especificada,Guadalupe,Zacatecas,98600
22.7558194,-102.5401892,Privada San Agustín,Priv. San Agustín,Guadalupe,Zacatecas,98608
22.7614379,-102.5511049,Calle no registrada,No especificada,Zacatecas,Zacatecas,98068
22.7556423,-102.5419969,Calle Primera Privada de Santa Rosa,No especificada,Guadalupe,Zacatecas,98609
22.7615696,-102.550164,Calle no registrada,No especificada,Zacatecas,Zacatecas,98068
22.7567807,-102.5396017,Calle Paseo Francisco García Salinas,No especificada,Guadalupe,Zacatecas,98609
22.7557775,-102.5435721,Calle B. Lamarck,No especificada,Guadalupe,Zacatecas,98609
22.7544373,-102.5373614,Calle Sicómoro,Fracc. Las Arboledas,Guadalupe,Zacatecas,98608
22.761191,-102.5511849,Calle Andes,No especificada,Zacatecas,Zacatecas,98068
22.760618,-102.5470037,Vialidad Arroyo de la Plata,No especificada,Zacatecas,Zacatecas,98098
22.7601491,-102.5467067,Transito pesado,No especificada,Zacatecas,Zacatecas,98098
22.7512128,-102.5348374,Calle del Guayule,No especificada,Guadalupe,Zacatecas,98608
22.7573326,-102.5382642,Calle no registrada,No especificada,Guadalupe,Zacatecas,98608
22.7617105,-102.5501784,Calle no registrada,No especificada,Zacatecas,Zacatecas,98068
22.763355,-102.5490311,Boulevard López Portillo,No especificada,Zacatecas,Zacatecas,98068
22.7508834,-102.542665,Calle no registrada,Col. Campo Bravo,Guadalupe,Zacatecas,98608
22.7563031,-102.5395481,Vialidad Arroyo de la Plata,Fracc. Las Arboledas,Guadalupe,Zacatecas,98609
22.7585452,-102.5484424,Calle Paseo de la Cañada,No especificada,Zacatecas,Zacatecas,98098
22.7577332,-102.5427831,Calle Paseo Francisco García Salinas,No especificada,Guadalupe,Zacatecas,98609
22.7577393,-102.5464396,Calle Sevilla,No especificada,Guadalupe,Zacatecas,98064
22.7531165,-102.5386531,Av. Las Torres,Fracc. S.N.T.A.S.,Guadalupe,Zacatecas,98608
22.761556,-102.5478927,Avenida José López Portillo,No especificada,Zacatecas,Zacatecas,98098
22.7489019,-102.5348571,Calle Andrómeda,No especificada,Guadalupe,Zacatecas,98608
22.7508814,-102.5349677,Calle Mezquite,No especificada,Guadalupe,Zacatecas,98608
22.7541836,-102.5425094,Calle Santa Lucía,No especificada,Guadalupe,Zacatecas,98609
22.7584781,-102.5455734,Calle Sevilla,No especificada,Guadalupe,Zacatecas,98064
22.7555726,-102.5487424,Calle Córdoba,No especificada,Zacatecas,Zacatecas,98098
22.7590744,-102.5564391,Calle Tránsito Pesado,No especificada,Guadalupe,Zacatecas,98609
22.7541753,-102.5339,Calle no registrada,No especificada,Guadalupe,Zacatecas,98608
22.7630968,-102.5553885,Boulevard José López Portillo,No especificada,Zacatecas,Zacatecas,98098
22.7616384,-102.5462229,Calle no registrada,No especificada,Zacatecas,Zacatecas,98098
22.7560285,-102.543735,Calle Francisco Bacon,No especificada,Guadalupe,Zacatecas,98609
22.7514518,-102.5363502,Sotol,No especificada,Guadalupe,Zacatecas,98608
22.7576813,-102.5433795,Calle Carlos Linneo,No especificada,Guadalupe,Zacatecas,98609
22.7582302,-102.5472668,Calle Valladolid,No especificada,Zacatecas,Zacatecas,98098
22.7636146,-102.5549294,Boulevard José López Portillo,No especificada,Zacatecas,Zacatecas,98068
22.7572738,-102.542072,Calle Paseo Francisco García Salinas,No especificada,Guadalupe,Zacatecas,98609
22.762593,-102.5566463,Calle no registrada,No especificada,Zacatecas,Zacatecas,98068
22.7571006,-102.5464278,Calle Valencia,No especificada,Zacatecas,Zacatecas,98098
22.751536,-102.5304779,Calle Villa González,No especificada,Guadalupe,Zacatecas,98608
22.7612166,-102.5447411,Calle no registrada,No especificada,Guadalupe,Zacatecas,98608
22.7577862,-102.5463046,Calle Sevilla,No especificada,Guadalupe,Zacatecas,98064
22.7493696,-102.5361735,Calle de los Órganos,No especificada,Guadalupe,Zacatecas,98608
22.7511055,-102.5308705,Calle Brócoli,No especificada,Guadalupe,Zacatecas,98608
22.7571964,-102.5491839,Calle Torres,No especificada,Zacatecas,Zacatecas,98098
22.7549488,-102.5346013,Avenida Pedro Coronel,No especificada,Guadalupe,Zacatecas,98608
22.762687,-102.5546939,Calle Paseo Francisco García Salinas,No especificada,Zacatecas,Zacatecas,98098
22.759195,-102.5556075,Calle Tránsito Pesado,No especificada,Guadalupe,Zacatecas,98609
22.7521162,-102.5432011,Calle San Pablo,No especificada,Guadalupe,Zacatecas,98609
22.7605812,-102.5470776,Transito pesado,No especificada,Zacatecas,Zacatecas,98098
22.763028,-102.548228,Avenida José López Portillo,No especificada,Zacatecas,Zacatecas,98098
22.756251,-102.4895106,Calle San Ramón,No especificada,Guadalupe,Zacatecas,98619
22.7750433,-102.4757457,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
22.7637117,-102.4751828,Calzada Siglo XXI,No especificada,No especificado,Zacatecas,98619
22.75537,-102.4931102,Calle Cruz Lizárraga,No especificada,Guadalupe,Zacatecas,98615
22.7542864,-102.4903515,Calle Ópalo,No especificada,Guadalupe,Zacatecas,98619
22.7609713,-102.4828406,Calle Segunda Privada de Circuito Norias,No especificada,Guadalupe,Zacatecas,98619
22.7586303,-102.4893862,Calle San Lucas,No especificada,Guadalupe,Zacatecas,98619
22.7564305,-102.4957615,Avenida Condesa,No especificada,Guadalupe,Zacatecas,98615
22.7792696,-102.4854801,Carretera Sauceda de la Borda,No especificada,Guadalupe,Zacatecas,98619
22.7570765,-102.5002138,Avenida Barones,No especificada,Guadalupe,Zacatecas,98615
22.7726434,-102.4951666,Calle Unión,No especificada,Guadalupe,Zacatecas,98615
22.7782006,-102.4834764,Carretera Sauceda de la Borda,No especificada,Guadalupe,Zacatecas,98619
22.7512899,-102.4918928,Calzada Revolución Mexicana,No especificada,Guadalupe,Zacatecas,98605
22.7693535,-102.4972627,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
22.7765987,-102.4812787,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
22.7737108,-102.4740199,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
22.7622176,-102.493187,Calle Américas 1,No especificada,Guadalupe,Zacatecas,98615
22.7729271,-102.4897267,Calle Virgen del Patrocinio,No especificada,Guadalupe,Zacatecas,98619
22.7656201,-102.4894426,Avenida Prolongación La Fe,No especificada,Guadalupe,Zacatecas,98619
22.7771568,-102.4945498,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
22.7716666,-102.4940031,Calzada Siglo XXI,No especificada,Guadalupe,Zacatecas,98619
22.7709866,-102.4979914,Fray Fernando,No especificada,Guadalupe,Zacatecas,98615
22.7531634,-102.4880437,Opalo,No especificada,Guadalupe,Zacatecas,98619
22.7738336,-102.477988,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
22.7600699,-102.4927687,Privada Pozos,No especificada,Guadalupe,Zacatecas,98615
22.7709843,-102.4920532,Calzada Siglo XXI,No especificada,Guadalupe,Zacatecas,98619
22.7578029,-102.5054154,Avenida Camino Real,No especificada,Guadalupe,Zacatecas,98615
22.7632644,-102.4750542,Calle no registrada,No especificada,No especificado,Zacatecas,98619
22.7686175,-102.4990535,Avenida La Fe,No especificada,Guadalupe,Zacatecas,98615
22.7720528,-102.4902193,Calle San Matias,No especificada,Guadalupe,Zacatecas,98619
22.7770882,-102.4881576,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
22.7589379,-102.4930695,Avenida México,No especificada,Guadalupe,Zacatecas,98615
22.7582498,-102.5014135,Calle Escuela de Ciencias Químicas,No especificada,Guadalupe,Zacatecas,98615
22.7527709,-102.499058,Calle Taj Mahal,No especificada,Guadalupe,Zacatecas,98615
22.7579636,-102.4976351,Calle Trabajadores de Telégrafos,No especificada,Guadalupe,Zacatecas,98615
22.7756531,-102.4849216,Calle Villas Bugambilia,No especificada,Guadalupe,Zacatecas,98619
22.766469,-102.4798972,Arroyo de los Guerreros,No especificada,Guadalupe,Zacatecas,98619
22.7720421,-102.4775871,Magnolias,No especificada,Guadalupe,Zacatecas,98619
22.7588195,-102.4933933,Calle Buenos Aires,No especificada,Guadalupe,Zacatecas,98615
22.7554153,-102.4960811,Privada Valle Alto,No especificada,Guadalupe,Zacatecas,98615
22.7579962,-102.5004412,Calle Escuela de Medicina,No especificada,Guadalupe,Zacatecas,98615
22.7697308,-102.4888287,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
22.7681507,-102.4872277,Calle San Judas Tadeo,No especificada,Guadalupe,Zacatecas,98619
22.7803821,-102.4909224,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
22.7622821,-102.4998325,Calles Duques,No especificada,Guadalupe,Zacatecas,98615
22.7726724,-102.4850011,Calle San Fernando,No especificada,Guadalupe,Zacatecas,98619
22.7524356,-102.485966,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
22.7691341,-102.4934776,Calle Vía Rodi,No especificada,Guadalupe,Zacatecas,98615
22.7685115,-102.4835504,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
22.7685331,-102.4924179,Calle San Jorge,No especificada,Guadalupe,Zacatecas,98615
22.7672662,-102.5239342,Calle Cantera,No especificada,Guadalupe,Zacatecas,98610
22.7649856,-102.5299365,Avenida Mina El Edén,No especificada,Guadalupe,Zacatecas,98613
22.7640632,-102.5243775,Calzada Solidaridad,No especificada,Guadalupe,Zacatecas,98613
22.7712372,-102.5330724,Calle no registrada,Residencial La Toscana,Guadalupe,Zacatecas,98610
22.7572433,-102.5326768,Calle Arquitectos,No especificada,Guadalupe,Zacatecas,98608
22.7682588,-102.5266709,Santa Martha,No especificada,Guadalupe,Zacatecas,98610
22.7643032,-102.5254694,Calzada Solidaridad,No especificada,Guadalupe,Zacatecas,98613
22.7619274,-102.5323967,Las bondaderas,No especificada,Guadalupe,Zacatecas,98610
22.7596353,-102.5318409,Calle Vereda Monasterio,No especificada,Guadalupe,Zacatecas,98608
22.7609513,-102.5305845,Las bondaderas,No especificada,Guadalupe,Zacatecas,98610
22.7670679,-102.5314772,Privada Convento de Guadalupe,No especificada,Guadalupe,Zacatecas,98610
22.7762819,-102.5302418,Calle Villas del Campo,No especificada,No especificado,Zacatecas,98610
22.765375,-102.5301586,Calle de Bernárdez,No especificada,Guadalupe,Zacatecas,98610
22.7587858,-102.5335432,Avenida Pedro Coronel,No especificada,Guadalupe,Zacatecas,98608
22.7595978,-102.5316918,Calle Vereda Monasterio,No especificada,Guadalupe,Zacatecas,98608
22.7740778,-102.5319983,Calle Paseo la Cima,Residencial La Toscana,Guadalupe,Zacatecas,98610
22.7630286,-102.5222496,Avenida Solidaridad,No especificada,Guadalupe,Zacatecas,98613
22.7737192,-102.5341029,Calle Montes Apalaches,Residencial La Toscana,Guadalupe,Zacatecas,98610
22.7656209,-102.5302552,Calle Piedra,No especificada,Guadalupe,Zacatecas,98610
22.7713944,-102.5342938,Calle no registrada,Residencial La Toscana,Guadalupe,Zacatecas,98610
22.7626066,-102.5303717,Avenida del Conde,No especificada,Guadalupe,Zacatecas,98610
22.7636842,-102.5253409,Avenida Hacienda de Bernárdez,No especificada,Guadalupe,Zacatecas,98613
22.7688796,-102.5330035,Privada Mina de Salaberna,No especificada,Guadalupe,Zacatecas,98610
22.7768839,-102.5337716,Avenida Paseo la Cima,No especificada,No especificado,Zacatecas,98610
22.7568436,-102.5217196,Avenida Solidaridad,No especificada,Guadalupe,Zacatecas,98613
22.7723589,-102.5360154,Privada Segunda Cerrada del Árbol,No especificada,Guadalupe,Zacatecas,98610
22.7683524,-102.5348425,Calle Britania,Residencial La Toscana,Guadalupe,Zacatecas,98610
22.7725693,-102.5351101,Calle no registrada,Residencial La Toscana,Guadalupe,Zacatecas,98610
22.7641652,-102.5309003,Mina el eden,No especificada,Guadalupe,Zacatecas,98610
22.7551843,-102.5292408,Calzada Revolución Mexicana,No especificada,Guadalupe,Zacatecas,98609
22.7721093,-102.5351692,Calle Circuito Pedregal,Residencial La Toscana,Guadalupe,Zacatecas,98610
22.7554469,-102.5295337,Calzada Revolución Mexicana,No especificada,Guadalupe,Zacatecas,98609
22.7657034,-102.5276502,Calle no registrada,Residencial La Toscana,Guadalupe,Zacatecas,98610
22.755429,-102.5288747,Calle Hacienda de Santa Cruz,No especificada,Guadalupe,Zacatecas,98608
22.7656008,-102.5226912,La Cantera,No especificada,Guadalupe,Zacatecas,98613
22.758555,-102.5253002,Avenida Mina El Edén,No especificada,Guadalupe,Zacatecas,98613
22.7643014,-102.5228439,La Cantera,No especificada,Guadalupe,Zacatecas,98613
22.7643025,-102.5307431,Mina el eden,No especificada,Guadalupe,Zacatecas,98610
22.7622804,-102.5257684,Avenida Mina El Edén,No especificada,Guadalupe,Zacatecas,98613
22.7670262,-102.5320981,Privada Convento San Agustín,No especificada,Guadalupe,Zacatecas,98610
22.7678617,-102.5224322,Calle 12 de Diciembre,No especificada,Guadalupe,Zacatecas,98613
22.7558198,-102.5298196,Calle Arroyo de Jaloco,No especificada,Guadalupe,Zacatecas,98608
22.7628831,-102.5260142,Avenida Mina El Edén,No especificada,Guadalupe,Zacatecas,98613
22.7551185,-102.5283619,Privada Hacienda de Sierra Hermosa,No especificada,Guadalupe,Zacatecas,98608
22.757242,-102.5247328,Avenida Hacienda de Bernárdez,No especificada,Guadalupe,Zacatecas,98613
22.7654826,-102.532874,Calle Paseo de los Orfebres,No especificada,Guadalupe,Zacatecas,98610
22.7651082,-102.5314856,Mina el eden,No especificada,Guadalupe,Zacatecas,98610
22.7628086,-102.5305708,Mina el eden,No especificada,Guadalupe,Zacatecas,98610
22.7686651,-102.5228249,Lomas Taurinas,No especificada,Guadalupe,Zacatecas,98613
22.7765072,-102.5323936,Calle Circuito de la Paz,No especificada,No especificado,Zacatecas,98610
22.7583583,-102.5347413,Calle Arquitectos,No especificada,Guadalupe,Zacatecas,98608
22.7636133,-102.5351997,Avenida Pedro Coronel,No especificada,Guadalupe,Zacatecas,98608
22.7602474,-102.5367769,Avenida México,No especificada,Guadalupe,Zacatecas,98064
22.7678365,-102.535834,Calle Primavera,No especificada,Guadalupe,Zacatecas,98610
22.765349,-102.5423899,Andador de La Plata,No especificada,Guadalupe,Zacatecas,98064
22.7633156,-102.5432975,Calle Plata,No especificada,Zacatecas,Zacatecas,98064
22.7610436,-102.5384292,Avenida Las Águilas,No especificada,Guadalupe,Zacatecas,98064
22.760012,-102.5366373,Avenida México,No especificada,Guadalupe,Zacatecas,98064
22.7608014,-102.5397033,Avenida México,No especificada,Guadalupe,Zacatecas,98064
22.760951,-102.5362833,Calle 2 de Mayo,No especificada,Guadalupe,Zacatecas,98064
22.7682615,-102.5416713,De los alamos,No especificada,Zacatecas,Zacatecas,98610
22.7630207,-102.5459937,Calle Canteros,No especificada,Zacatecas,Zacatecas,98098
22.7708418,-102.5420671,Calle San Francisco,No especificada,Zacatecas,Zacatecas,98610
22.7629839,-102.5374035,Calle 2 de Mayo,No especificada,Guadalupe,Zacatecas,98064
22.7611432,-102.5364731,Calle 2 de Mayo,No especificada,Guadalupe,Zacatecas,98064
22.7644048,-102.5378023,Los gavilanes,No especificada,Guadalupe,Zacatecas,98064
22.7614859,-102.5420371,Calle Plata,No especificada,Guadalupe,Zacatecas,98064
22.7607787,-102.5358345,Calle 2 de Mayo,No especificada,Guadalupe,Zacatecas,98064
22.7595895,-102.5347124,Avenida México,No especificada,Guadalupe,Zacatecas,98064
22.7616215,-102.5382964,Avenida Las Águilas,No especificada,Guadalupe,Zacatecas,98064
22.7599706,-102.5397332,Calle La Florida,No especificada,Guadalupe,Zacatecas,98064
22.758015,-102.5350252,Calle Restauradores,No especificada,Guadalupe,Zacatecas,98608
22.7582986,-102.5374256,Calle Restauradores,No especificada,Guadalupe,Zacatecas,98608
22.7623167,-102.5371036,Avenida Pedro Coronel,No especificada,Guadalupe,Zacatecas,98610
22.763792,-102.5362181,Crater,No especificada,Guadalupe,Zacatecas,98610
22.7654091,-102.5402211,Calle Cerro del Padre,No especificada,Guadalupe,Zacatecas,98064
22.7721068,-102.5441089,Calle San Felipe de Jesús,No especificada,Zacatecas,Zacatecas,98610
22.7651008,-102.540917,De eucaliptos,No especificada,Guadalupe,Zacatecas,98064
22.7665428,-102.538519,Calle no registrada,No especificada,Guadalupe,Zacatecas,98610
22.7657128,-102.5432158,Calle de los Mezquites,No especificada,Guadalupe,Zacatecas,98064
22.7657192,-102.5443974,Calle Orfebres,No especificada,Zacatecas,Zacatecas,98098
22.7638655,-102.5440976,Calle Obreros,No especificada,Zacatecas,Zacatecas,98098
22.7611313,-102.543234,Andador de la Gracia,No especificada,Zacatecas,Zacatecas,98064
22.764224,-102.5425318,Calle Plata,No especificada,Zacatecas,Zacatecas,98064
22.7670253,-102.5405568,Privada Flor de Ciruelo,No especificada,Guadalupe,Zacatecas,98610
22.7651709,-102.5465589,Calzada Julio Ruelas,No especificada,Zacatecas,Zacatecas,98098
22.7670154,-102.5421012,Calle Manzanos,No especificada,Guadalupe,Zacatecas,98098
22.7694941,-102.5439716,Andador Número 1,No especificada,Zacatecas,Zacatecas,98610
22.770738,-102.5418268,Calle San Francisco,No especificada,Zacatecas,Zacatecas,98610
22.7656991,-102.5425369,Calle de los Mezquites,No especificada,Guadalupe,Zacatecas,98064
22.7688654,-102.5393671,Calle Sierra del Tesoro,No especificada,Guadalupe,Zacatecas,98610
22.771194,-102.5432999,Andador Número 2,No especificada,Zacatecas,Zacatecas,98610
22.7618472,-102.5371901,Calle 2 de Mayo,No especificada,Guadalupe,Zacatecas,98064
22.7676243,-102.5366697,Calle Ganadería Zacatecas,No especificada,Guadalupe,Zacatecas,98610
22.7683685,-102.5361086,Calle Invierno,No especificada,Guadalupe,Zacatecas,98610
22.7667381,-102.5373707,Risco y Nieves,No especificada,Guadalupe,Zacatecas,98610
22.7708232,-102.5471898,Calzada de los Deportes,No especificada,Zacatecas,Zacatecas,98098
22.7687729,-102.5473785,Calle Espíritu Santo,No especificada,Zacatecas,Zacatecas,98098
22.7656683,-102.5410622,Calle Sierra Fría,No especificada,Guadalupe,Zacatecas,98610
22.7685884,-102.541618,De los alamos,No especificada,Zacatecas,Zacatecas,98610
22.7664869,-102.5496619,Calzada de los Deportes,No especificada,Zacatecas,Zacatecas,98068
22.7720512,-102.5470278,Calle Solidaridad,No especificada,Zacatecas,Zacatecas,98068
22.7727126,-102.5529767,Calle Solidaridad,No especificada,Zacatecas,Zacatecas,98098
22.7716721,-102.5563336,Avenida Villa Antigua,No especificada,Zacatecas,Zacatecas,98098
22.7697691,-102.5522455,Avenida Villa Antigua,No especificada,Zacatecas,Zacatecas,98098
22.7711558,-102.5632852,Calle Altapalmira,No especificada,Zacatecas,Zacatecas,98000
22.768243,-102.5584036,Calle del Durazno,No especificada,Zacatecas,Zacatecas,98068
22.7636901,-102.5493937,Boulevard López Portillo,No especificada,Zacatecas,Zacatecas,98098
22.7703121,-102.5547092,Avenida Villa Antigua,No especificada,Zacatecas,Zacatecas,98098
22.7704905,-102.5654572,Cerrada Profesor Arturo Espino,No especificada,Zacatecas,Zacatecas,98000
22.7717064,-102.546676,Calzada de los Deportes,No especificada,Zacatecas,Zacatecas,98068
22.7701343,-102.5545717,Calle del Cerezo,No especificada,Zacatecas,Zacatecas,98068
22.7687266,-102.5663274,Avenida Ramón López Velarde,No especificada,Zacatecas,Zacatecas,98000
22.7686542,-102.562669,Del patrocinio,No especificada,Zacatecas,Zacatecas,98000
22.7691967,-102.5650917,Del patrocinio,No especificada,Zacatecas,Zacatecas,98068
22.7686966,-102.5494332,Calzada de los Deportes,No especificada,Zacatecas,Zacatecas,98068
22.7713197,-102.5593302,Calle del Durazno,No especificada,Zacatecas,Zacatecas,98068
22.7716345,-102.5589119,Calle Solidaridad,No especificada,Zacatecas,Zacatecas,98068
22.7673123,-102.5538934,Calle Río Bravo,No especificada,Zacatecas,Zacatecas,98068
22.7718177,-102.5631587,Calle Altapalmira,No especificada,Zacatecas,Zacatecas,98000
22.7650391,-102.5576473,Avenida Universidad,No especificada,Zacatecas,Zacatecas,98068
22.7686883,-102.549995,Calzada de los Deportes,No especificada,Zacatecas,Zacatecas,98068
22.7729714,-102.553754,Calle no registrada,No especificada,Zacatecas,Zacatecas,98068
22.7687785,-102.5532132,Calle Río Usumacinta,No especificada,Zacatecas,Zacatecas,98068
22.7719509,-102.558217,Paseo de la Bufa,No especificada,Zacatecas,Zacatecas,98068
22.7711643,-102.5596507,Calle del Cerezo,No especificada,Zacatecas,Zacatecas,98068
22.7657614,-102.550619,Circuito Feria,No especificada,Zacatecas,Zacatecas,98098
22.7724882,-102.5602583,Calle no registrada,No especificada,Zacatecas,Zacatecas,98000
22.7699453,-102.5579616,Calle del Cerezo,No especificada,Zacatecas,Zacatecas,98068
22.7727605,-102.5574627,Paseo de la Bufa,No especificada,Zacatecas,Zacatecas,98024
22.7662102,-102.5581969,Avenida Universidad,No especificada,Zacatecas,Zacatecas,98098
22.7683027,-102.5592554,Escuela de psicologia,No especificada,Zacatecas,Zacatecas,98098
22.7673419,-102.5593577,Calle Pozo Hondo,No especificada,Zacatecas,Zacatecas,98068
22.7702804,-102.5488846,Calle Valle Hondo,No especificada,Zacatecas,Zacatecas,98098
22.7731069,-102.5579387,Paseo de la Bufa,No especificada,Zacatecas,Zacatecas,98068
22.7716468,-102.5535178,Calle del Durazno,No especificada,Zacatecas,Zacatecas,98068
22.7700312,-102.5525361,Escuela de psicologia,No especificada,Zacatecas,Zacatecas,98098
22.7710194,-102.5627657,Calle del Tepozán,No especificada,Zacatecas,Zacatecas,98000
22.7695551,-102.5631474,Calle Paseo La Bufa,No especificada,Zacatecas,Zacatecas,98000
22.7678348,-102.5530624,Circuito Feria,No especificada,Zacatecas,Zacatecas,98098
22.7650864,-102.5528247,Calle Río Balsas,No especificada,Zacatecas,Zacatecas,98098
22.7694942,-102.5565305,Avenida Villa Antigua,No especificada,Zacatecas,Zacatecas,98098
22.7638324,-102.5510962,Avenida Universidad,No especificada,Zacatecas,Zacatecas,98068
22.7654543,-102.5531387,Circuito Feria,No especificada,Zacatecas,Zacatecas,98068
22.7704005,-102.5487666,Calzada de los Deportes,No especificada,Zacatecas,Zacatecas,98068
22.7685501,-102.5572811,Calle del Cerezo,No especificada,Zacatecas,Zacatecas,98068
22.7704562,-102.5570025,Avenida Villa Antigua,No especificada,Zacatecas,Zacatecas,98098
22.7715911,-102.5639164,Calle Ingeniero Alfredo Ramírez,No especificada,Zacatecas,Zacatecas,98000
22.7690614,-102.5659828,Calle Paseo La Bufa,No especificada,Zacatecas,Zacatecas,98000
22.7725633,-102.5562541,Calle Solidaridad,No especificada,Zacatecas,Zacatecas,98068
22.7652493,-102.5655822,Calle del Ete,No especificada,Zacatecas,Zacatecas,98000
22.7641076,-102.5701181,Calle de la Rosita,No especificada,Zacatecas,Zacatecas,98090
22.765121,-102.5669123,Calle del Depósito,No especificada,Zacatecas,Zacatecas,98000
22.7667007,-102.5655639,Boulevard López Mateos,No especificada,Zacatecas,Zacatecas,98000
22.7603023,-102.5655883,Calle del Trabajo,No especificada,Zacatecas,Zacatecas,98090
22.7631622,-102.5688648,Calle Francisco Berumen,No especificada,Zacatecas,Zacatecas,98090
22.7632365,-102.5784177,Calle Guatemala,No especificada,Zacatecas,Zacatecas,98090
22.7639204,-102.5638392,Calle Tiro San Bartolo,No especificada,Zacatecas,Zacatecas,98068
